#id	length	evalue	coverge	probability	score
Os3450_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	5.6e-28	100.0	0.99	91.2
Os3450_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	195	6e-67	100.0	0.93	218.9
Os3450_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	5.9e-121	99.2	0.99	396.2
Os3450_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	3.2e-58	100.0	0.99	189.1
Os3451_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	89	1.3e-16	97.8	0.97	54.8
Os3451_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	53	1.1e-12	67.6	0.94	42.1
Os3451_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	89	2.2e-51	33.9	0.98	168.2
Os3451_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	84	4.8e-26	61.4	0.94	85.1
Os3452_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	4.1e-33	100.0	0.98	108.3
Os3452_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	6.3e-20	100.0	0.93	65.1
Os3452_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	4.4e-90	100.0	1.0	293.8
Os3452_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	87	1.1e-30	57.2	0.98	100.6
Os3452_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	307	2.7e-149	100.0	0.99	489.9
Os3452_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	73	4.8e-23	97.4	0.94	75.1
Os3453_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	118	3.7e-31	100.0	0.97	102.0
Os3453_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	2.1e-22	100.0	0.99	73.0
Os3453_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	82	6.3e-40	39.9	0.95	130.5
Os3453_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	98	3.5e-30	64.1	0.96	98.9
Os3453_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	73	3e-13	80.5	0.86	43.8
Os3454_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	34	6.5e-05	31.2	0.92	16.8
Os3454_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	2.9e-106	100.0	0.99	348.2
Os3454_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	5.4e-52	100.0	1.0	168.8
Os3455_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	3.7e-33	100.0	0.99	108.4
Os3455_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1.5e-29	100.0	1.0	95.9
Os3455_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	108	1.5e-43	59.5	0.95	142.4
Os3455_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	3.7e-66	100.0	1.0	215.6
Os3455_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	1.5e-140	100.0	1.0	461.1
Os3455_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	76	1.1e-19	98.7	0.94	64.4
Os3456_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	122	6.1e-15	100.0	0.86	49.7
Os3456_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	38	1.2e-12	48.6	0.97	41.8
Os3456_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	102	1e-47	56.1	0.96	155.9
Os3456_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	73	4.6e-25	50.3	0.99	82.3
Os3456_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	131	3.1e-61	42.2	0.98	200.7
Os3456_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	42	6.6e-12	48.1	0.93	39.4
Os3457_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	117	8.8e-28	93.2	0.9	91.1
Os3457_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1.1e-24	100.0	1.0	80.3
Os3457_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	1.8e-93	100.0	1.0	304.9
Os3457_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	3.9e-66	100.0	1.0	215.5
Os3457_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	2.5e-149	100.0	0.99	490.0
Os3457_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	76	2.5e-20	98.7	0.96	66.4
Os3458_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	8.2e-31	100.0	0.98	99.8
Os3458_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	4.6e-28	100.0	0.99	91.0
Os3458_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	200	3.7e-86	100.0	1.0	281.5
Os3458_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	6.4e-120	100.0	0.99	393.0
Os3458_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	8.2e-52	100.0	0.99	168.2
Os3459_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	89	3.3e-17	100.0	0.97	56.6
Os3459_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	70	3.2e-24	94.4	0.97	79.1
Os3459_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	133	7.8e-53	70.6	0.97	172.8
Os3459_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	248	2.1e-109	92.6	0.97	358.4
Os3459_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	124	4.6e-56	96.9	0.99	182.2
Os3460_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	89	4.7e-17	100.0	0.97	56.1
Os3460_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	7.9e-28	100.0	0.99	90.7
Os3460_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	195	1.4e-77	100.0	0.96	253.6
Os3460_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	4.8e-122	100.0	0.99	399.8
Os3460_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	8.5e-59	100.0	0.99	191.0
Os3461_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	112	2.7e-27	90.6	0.97	89.5
Os3461_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	63	6.2e-19	78.4	0.96	61.9
Os3461_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	1.7e-82	100.0	0.96	269.1
Os3461_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	7.7e-64	100.0	0.99	208.1
Os3461_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	173	2.9e-66	50.3	0.96	217.2
Os3461_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	76	1.2e-17	98.7	0.91	57.8
Os3462_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	89	8.6e-16	100.0	0.98	52.1
Os3462_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	71	3.3e-27	100.0	0.98	88.7
Os3462_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	196	6.1e-74	100.0	0.95	241.7
Os3462_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	8.8e-120	100.0	0.99	392.4
Os3462_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	4.8e-59	100.0	0.99	191.8
Os3463_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	122	7.8e-31	100.0	0.97	100.9
Os3463_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	26	0.00091	27.0	0.94	13.3
Os3463_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	125	1.9e-56	68.2	0.98	184.3
Os3463_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	2.9e-62	100.0	1.0	203.0
Os3463_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	306	5e-132	97.7	0.99	433.1
Os3463_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	41	7.7e-08	53.2	0.95	26.4
Os3465_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-GAG	123	1.2e-35	98.4	0.96	115.9
Os3465_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-PROT	76	5.5e-29	100.0	0.99	94.0
Os3465_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-RT	177	2.6e-94	100.0	0.99	307.6
Os3465_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-RH	150	2.7e-62	94.7	0.98	202.9
Os3465_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-INT	318	1.8e-160	100.0	1.0	527.3
Os3466_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	5e-34	100.0	0.99	111.2
Os3466_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1.3e-27	100.0	0.99	89.8
Os3466_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	4.4e-89	100.0	1.0	290.6
Os3466_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	4.7e-65	100.0	1.0	212.0
Os3466_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	307	2.4e-150	100.0	0.99	493.3
Os3466_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	73	8.4e-21	98.7	0.91	67.9
Os3467_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	5.7e-29	100.0	0.96	94.9
Os3467_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1.4e-23	100.0	0.99	76.8
Os3467_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	1e-89	100.0	1.0	292.7
Os3467_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	136	3.8e-56	91.7	0.99	183.2
Os3467_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	6.5e-146	100.0	0.99	478.8
Os3467_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	76	1.6e-14	98.7	0.92	47.8
Os3469_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	89	1e-20	100.0	0.98	67.8
Os3469_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	2.2e-26	100.0	0.98	86.0
Os3469_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	196	2.7e-81	100.0	0.96	265.6
Os3469_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	209	6e-89	80.5	0.96	291.4
Os3469_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	108	2.8e-49	82.7	0.96	160.2
Os3471_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	90	5e-15	96.7	0.91	49.6
Os3471_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	3.8e-21	100.0	0.98	69.3
Os3471_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	195	4.7e-75	100.0	0.97	245.3
Os3471_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	6.5e-113	99.2	0.99	369.9
Os3471_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1.4e-60	100.0	0.98	196.8
Os3472_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	4.8e-35	100.0	0.99	114.5
Os3472_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	4.3e-25	100.0	0.99	81.7
Os3472_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	7.4e-90	100.0	1.0	293.1
Os3472_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	2.2e-65	100.0	1.0	213.1
Os3472_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	307	1.9e-147	100.0	0.99	483.8
Os3472_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	73	1.5e-20	97.4	0.91	67.1
Os3473_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	2.6e-32	100.0	0.96	105.7
Os3473_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	3.7e-29	100.0	0.99	94.7
Os3473_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	1.3e-91	100.0	1.0	298.9
Os3473_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	1.7e-66	100.0	0.99	216.7
Os3473_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	307	4.6e-150	100.0	0.99	492.4
Os3473_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	73	5.8e-19	98.7	0.93	62.1
Os3474_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	80	1.1e-16	57.3	0.94	55.3
Os3474_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	70	1.1e-23	94.6	0.99	77.2
Os3474_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	175	1e-85	99.4	0.98	279.6
Os3474_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	2.6e-64	100.0	1.0	209.6
Os3474_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	293	1.6e-120	92.2	0.97	395.4
Os3474_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	73	7.1e-20	97.4	0.91	65.0
Os3475_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	125	2e-39	92.2	0.95	128.3
Os3475_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	56	4.2e-17	70.7	0.95	56.3
Os3475_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RT	139	9.2e-71	79.2	0.98	231.0
Os3475_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RH	145	2.1e-69	100.0	0.99	226.0
Os3475_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-INT	199	6.1e-92	61.0	0.98	301.8
Os3475_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	76	6.9e-27	94.8	0.97	87.2
Os3476_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	90	1.1e-12	97.8	0.93	42.2
Os3476_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	71	5.1e-16	100.0	0.94	52.8
Os3476_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	195	8.4e-70	100.0	0.97	228.2
Os3476_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	5.2e-108	100.0	0.98	353.8
Os3476_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	113	1.4e-49	86.6	0.96	161.2
Os3477_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	1.4e-32	100.0	0.98	106.5
Os3477_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1.2e-28	100.0	1.0	93.0
Os3477_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	6.8e-93	100.0	1.0	303.0
Os3477_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	6.6e-59	100.0	0.97	192.1
Os3477_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	304	1.6e-125	94.8	0.98	411.8
Os3477_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	76	1.2e-23	98.7	0.93	77.1
Os3478_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	90	5.4e-17	86.0	0.95	55.6
Os3478_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	29	0.00019	29.6	0.86	15.3
Os3478_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	186	1.3e-67	100.0	0.99	220.9
Os3478_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	255	1.9e-105	99.2	0.97	345.6
Os3478_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	108	7.8e-37	81.1	0.98	119.8
Os3479_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	122	8.3e-30	100.0	0.97	97.6
Os3479_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1.1e-18	100.0	1.0	61.2
Os3479_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	1.2e-90	100.0	1.0	295.7
Os3479_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	3.2e-63	100.0	1.0	206.1
Os3479_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	1.8e-144	100.0	1.0	474.0
Os3479_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	76	2.1e-25	98.7	0.98	82.7
Os3480_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	1.7e-30	100.0	0.97	99.8
Os3480_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	72	3.8e-19	95.9	0.98	62.6
Os3480_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	4.2e-92	100.0	1.0	300.4
Os3480_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	1.1e-60	100.0	1.0	197.9
Os3480_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	218	1.3e-83	70.5	0.98	274.2
Os3480_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	76	2.7e-22	98.7	0.98	72.7
Os3481_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	6.4e-29	100.0	0.96	94.7
Os3481_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	2.6e-27	100.0	1.0	88.8
Os3481_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	109	1.3e-53	61.3	0.97	175.1
Os3481_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	66	3.5e-22	44.1	0.98	73.0
Os3481_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	7.5e-131	100.0	0.99	429.3
Os3481_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	76	1.8e-22	98.7	0.93	73.3
Os3482_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	3.4e-32	100.0	0.96	105.3
Os3482_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	5.1e-25	100.0	0.99	81.4
Os3482_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	119	2.1e-58	68.2	0.99	190.7
Os3482_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	158	1e-46	51.0	0.94	153.0
Os3482_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	76	1.7e-19	98.7	0.97	63.8
Os3483_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	1.3e-32	100.0	0.99	106.7
Os3483_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	3.2e-26	100.0	0.99	85.3
Os3483_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	5.9e-94	100.0	1.0	306.4
Os3483_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	1.5e-66	100.0	1.0	216.8
Os3483_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	2.1e-148	100.0	1.0	487.0
Os3483_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	76	2.4e-19	98.7	0.96	63.3
Os3484_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	110	1.8e-23	84.6	0.87	77.1
Os3484_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1.2e-28	100.0	1.0	93.0
Os3484_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	1.5e-90	100.0	1.0	295.3
Os3484_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	110	6.4e-41	72.4	0.97	133.8
Os3484_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	7.7e-140	100.0	0.99	458.8
Os3484_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	76	4.9e-24	98.7	0.93	78.3
Os3485_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	122	8.4e-30	100.0	0.97	97.6
Os3485_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	4.4e-20	100.0	1.0	65.6
Os3485_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	3.1e-92	100.0	1.0	300.8
Os3485_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	2.3e-61	100.0	0.99	200.1
Os3485_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	1.2e-142	100.0	1.0	468.1
Os3485_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	76	2.3e-26	100.0	0.98	85.8
Os3486_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	86	2.3e-24	71.8	0.98	80.1
Os3486_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1e-22	100.0	0.97	74.1
Os3486_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	1.1e-89	100.0	1.0	292.5
Os3486_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	1.6e-61	100.0	0.98	200.6
Os3486_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	307	2e-146	100.0	0.99	480.4
Os3486_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	73	1.6e-19	98.7	0.93	63.9
Os3487_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	122	6.6e-21	100.0	0.91	68.9
Os3487_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	73	3e-26	100.0	0.98	85.4
